,,,,,,,,,,,,,,,,,LATITUD,LONGITUD,DISTRITO,TIPO,
10722994,Fiestas de Usera 2018. Barrio Meseta de Orcasitas,292,1,0,,2018-06-17 00:00:00.0,2018-06-17 23:59:00.0,00:00,Programa :    12 a 14 horas.  Castillo hinchable para ni�os de 5 a 8 a�os y juegos de agua.   14 horas.  Paella popular,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3e3527e161bb3610VgnVCM1000001d4a900aRCRD,Fiestas de Usera 2018. Barrio Meseta de Orcasitas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b42327e161bb3610VgnVCM1000001d4a900aRCRD,,,,,40.3755761769243,-3.71196373023291,USERA,/contenido/actividades/Fiestas,/usuario/Ni�os
10722879,Fiestas de Usera 2018. Parque de Pradolongo,293,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,00:00,"Programa :    12:30 a 13:30 horas . Actuaci�n del grupo de folklore castellano 'Arrabel'   19 a 20 horas . Actuaci�n infantil 'Chup Chup'   21 horas.  Actuaciones principales: La Mare, Lourdes Pastor y Las Odio   00:30 a 2 horas.  Orquesta de baile 'Trio Nueva Frecuencia'",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b39d27e161bb3610VgnVCM1000001d4a900aRCRD,Fiestas de Usera 2018. Parque de Pradolongo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2455c05cecab3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1a174f963318e210VgnVCM1000000b205a0aRCRD,Parque de Pradolongo,439561,4469688,40.4061204363896,-3.59673236942084,VICALVARO,/contenido/actividades/Fiestas,/usuario/Ni�os
10722901,Fiestas de Usera 2018. Parque de Pradolongo,294,1,0,,2018-06-24 00:00:00.0,2018-06-24 23:59:00.0,00:00,"Programa :    12 a 13 horas . Exhibici�n de bomberos. Junto al Templete  Festival intercultural:   17 horas:  Pasacalles con 35 entidades. De la Avda. de Rafaela Ybarra hasta Parque de Pradolongo   19 a 23:45 horas . Bailes folkl�ricos y tradicionales de diferentes pa�ses que representan la diversidad e interculturalidad del distrito:   19:40 horas . Grupo Folkl�rico Cal y Canto. Asociaci�n Chilenos/as. Aches (Chile)   19:50 horas.  Grupo de Danza Uni�n Familiar (Ecuador)   20 horas . Grupo 'A Comp�s' Danza Espa�ola y Baile Flamenco.  AA.VV . La Cornisa (Espa�a)   20:10 horas . Baile de ni�os y ni�as de Usera en apoyo a la campa�a 'No es no'   20:15 horas.  Asociaci�n los Amores de Colca (Per�)    20:25 horas.  Asociaci�n de Padres Adoptantes de Ni�os Chinos y Promoci�n de  Cultura China. Uni�n China Usera en Espa�a, Asociaci�n para la educaci�n y  el intercambio de cultura China Usera en Espa�a (China).       20:35 horas . Asociaci�n Paraguay Jeroky Madrid (Paraguay)    20:45 horas.  Asociaci�n Tangra (Bulgaria)       20:55 horas . Asociaci�n Cultural Bolivia Sin Fronteras, Ballet Sentir Chaque�o  Madrid y Asociaci�n Cultural Sambos Caporales de Coraz�n (Bolivia)       21:20 horas.  Baile de las agrupaciones del pasacalle delante del escenario    23:45 a 00 horas.  Fuegos artificiales",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=698e27e161bb3610VgnVCM1000001d4a900aRCRD,Fiestas de Usera 2018. Parque de Pradolongo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2455c05cecab3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1a174f963318e210VgnVCM1000000b205a0aRCRD,Parque de Pradolongo,439561,4469688,40.4061204363896,-3.59673236942084,VICALVARO,/contenido/actividades/Fiestas,
10722859,Fiestas de Usera 2018. Parque de Pradolongo,295,1,0,,2018-06-21 00:00:00.0,2018-06-21 23:59:00.0,00:00,"Programa :    19 a 21 horas . Exhibici�n de batucadas en el escenario principal: Batuca�a, Sambanes y Batuseira   21 a 21:30 horas . Preg�n de la Concejala Presidenta del Distrito de Usera   21:45 a 23 horas . Actuaci�n musical de flamenco. Daniel, �lvaro y Juan Barroso",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ffea27e161bb3610VgnVCM1000001d4a900aRCRD,Fiestas de Usera 2018. Parque de Pradolongo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2455c05cecab3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1a174f963318e210VgnVCM1000000b205a0aRCRD,Parque de Pradolongo,439561,4469688,40.4061204363896,-3.59673236942084,VICALVARO,/contenido/actividades/Fiestas,
10722864,Fiestas de Usera 2018. Parque de Pradolongo,296,1,0,,2018-06-22 00:00:00.0,2018-06-22 23:59:00.0,00:00,"Programa :   20 a 2 de la madrugada.   Festival de m�sica joven grupos noveles y festibarrio. Dj Alex Denne y actuaciones musicales: cantautor Juanjo, Desastre, Deskartes, The Stange Zeppelin Band, Rinocerontes, Lamarcharockband y Barco Casas Novas",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fe6b27e161bb3610VgnVCM1000001d4a900aRCRD,Fiestas de Usera 2018. Parque de Pradolongo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2455c05cecab3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1a174f963318e210VgnVCM1000000b205a0aRCRD,Parque de Pradolongo,439561,4469688,40.4061204363896,-3.59673236942084,VICALVARO,/contenido/actividades/Fiestas,
10726936,Fiestas de Vic�lvaro 2018. Actividades infantiles,297,1,1,"L,M,X,J,V,S,D",2018-06-21 00:00:00.0,2018-06-24 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=55957454289d3610VgnVCM2000001f4a900aRCRD,Fiestas de Vic�lvaro 2018. Actividades infantiles,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=98937454289d3610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=883ba0701d0da510VgnVCM1000001d4a900aRCRD,Recinto Ferial Vic�lvaro,449367,4473005,40.4061204363896,-3.59673236942084,VICALVARO,/contenido/actividades/Fiestas,/usuario/Ni�os
10726730,Fiestas de Vic�lvaro 2018. Recinto Ferial,298,1,0,,2018-06-21 00:00:00.0,2018-06-21 23:59:00.0,00:00,Programa :    19 hora a 2 horas:  Actividades infantiles   20:30 horas a 22 horas : Materclass zumba con Escuela BeaDanza   22:15 horas:  Preg�n de fiestas   22:30 horas:  Sesi�n  DJ    23:30 horas:  Orquesta Chanel,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c2bac6c0b49d3610VgnVCM1000001d4a900aRCRD,Fiestas de Vic�lvaro 2018. Recinto Ferial (y otras localizaciones),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3e09c6c0b49d3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=883ba0701d0da510VgnVCM1000001d4a900aRCRD,Recinto Ferial Vic�lvaro,449367,4473005,,,,/contenido/actividades/Fiestas,/usuario/Ni�os
10726756,Fiestas de Vic�lvaro 2018. Recinto Ferial,299,1,0,,2018-06-22 00:00:00.0,2018-06-22 23:59:00.0,00:00,Programa :    19 horas a 2 horas.  Actividades infantiles   20 horas a 22 horas.  Exhibici�n de bailes   22:30 horas.  La Ra�z en concierto   24 horas.  Orquesta Wolf Star   2:30 horas a 4 horas.  Sesi�n DJ,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bd4bc6c0b49d3610VgnVCM1000001d4a900aRCRD,Fiestas de Vic�lvaro 2018. Recinto Ferial (y otras localizaciones),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3e09c6c0b49d3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=883ba0701d0da510VgnVCM1000001d4a900aRCRD,Recinto Ferial Vic�lvaro,449367,4473005,40.4638829393013,-3.70013289002107,TETUAN,/contenido/actividades/Fiestas,/usuario/Ni�os
10726772,Fiestas de Vic�lvaro 2018. Recinto Ferial,300,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,00:00,Programa:     Otras localizaciones:    10 a 20 horas.  Torneo de front�n en  Cordel de Pavones 2    10:30 a 14 horas.  Castillos hinchables. C entro Comercial La Rampa I    12 a 14 horas.  Boloencierros.  Plaza don Antonio de Andr�s    20 a 22 horas.  Desfile de Pe�as con la batucada TejeRitmos.  Plaza don Antonio de Andr�s    20 horas.  Rondalla tapas Valdebernardo     Recinto Ferial:    19 horas.  Fiesta de la espuma   20 a 2 horas.  Actividades infantiles   20 a 22 horas.  Bailes con Pilar Rivas   22:30 horas.  Maldita Nerea en concierto   24 horas.  Hoguera de San Juan   24 horas.  Orquesta Tronos   2:30 a 4 horas.  Sesi�n DJ,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7a1dc6c0b49d3610VgnVCM1000001d4a900aRCRD,Fiestas de Vic�lvaro 2018. Recinto Ferial (y otras localizaciones),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3e09c6c0b49d3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=883ba0701d0da510VgnVCM1000001d4a900aRCRD,Recinto Ferial Vic�lvaro,449367,4473005,40.4633559696857,-3.65636755952747,HORTALEZA,/contenido/actividades/Musica/Flamenco,
10726795,Fiestas de Vic�lvaro 2018. Recinto Ferial y plaza Juan Carlos Onetti,301,1,0,,2018-06-24 00:00:00.0,2018-06-24 23:59:00.0,00:00,Programa :    10 horas . Concurso de pintura r�pida.  Plaza de don Antonio Andr�s     10 a 20 horas . Torneo de Front�n en   Cordel de Pavones 2     Recinto ferial:     19 a 2 horas.  Actividades infantiles   21 horas.  Orquesta Z�calo   22 horas . Arte Muh� en concierto   24 horas.  Espect�culo piromusical   24 a 2 horas.  Orquesta Z�calo    Plaza de Juan Carlos Onetti:     10 horas . IX Encuentro Canino   12:30 horas.   I Concurso de Lanzamiento Huesos de Aceituna   13 horas.  XVI Concurso de Tortilla Espa�ola   13:30 horas .  XVI Concurso de Bebedores de Bota   14 horas . Comida popular   20 horas . Baile con Orquesta Plenitud   21 horas . VI Concurso Bailes de Sal�n   22 horas . Entrega de Premios,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d8dec6c0b49d3610VgnVCM1000001d4a900aRCRD,Fiestas de Vic�lvaro 2018. Recinto Ferial (y otras localizaciones),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3e09c6c0b49d3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=883ba0701d0da510VgnVCM1000001d4a900aRCRD,Recinto Ferial Vic�lvaro,449367,4473005,40.4060959185717,-3.64653610706351,MORATALAZ,/contenido/actividades/TeatroPerformance,/usuario/Ni�os
10725518,Fiestas Moratalaz 2018,302,1,1,"L,M,X,J,V,S,D",2018-06-15 00:00:00.0,2018-06-17 23:59:00.0,00:00,"El programa de las Fiestas de Moratalaz 2018 presenta un amplio abanico de actividades musiclaes, art�sticas, teatrales, literarias, deportivas, talleres, gastronom�a, cert�menes y entregas de premios previstas durante los d�as viernes 15, s�bado 16 y domingo 17 de junio, en aproximadamente una docena de escenarios y en la calle.  Entre estos esapcios destaca el Recinto Ferial de la calle Brujas, el lugar a donde se van a celebrar los principales conciertos de m�sica, con las actuaciones de Rebeca lane, Tremenda Jaur�a y Los Chichos. Otra de las m�ltiples actividades previstas consiste en la proyecci�n de fotos hist�ricas en bucle, organizada por el Foro Moratalaz.  El Recinto Ferial Infantil de la calle Fuente Carrantona ofrece espect�culos como La Trashumancia, de la compa��a XiP Xap y ZooZom de la compa��a Marleli�e, incluidos en el III Festival Infantil de Artes Esc�nicas. Para las y los j�venes se han previsto los talleres de pintura, papiroflexia, actividades medioambientales, como los cuidados de la huerta en el ES Salamandra, cuentacuentos y juegos, como Qui�n hizo qu� (con perspectiva de g�nero); y el aprendizaje de los cuidados de los gatos organizados en torno a Gat�polis. A tener en cuenta la Gymkana de juegos adaptados, organizada por Ademo y la exposici�n de Paneles con los hitos hist�ricos del Distrito organizado por Foro Moratalaz.  Los torneos deporitvos de f�tbol, la carrera de Radiocontrol y el torneo ben�fico Brazadas contra el c�ncer tendr�n lugar en los centros deportivos Moratalaz y La Elipa.  En el Centro Cultural El Torito se ofrece el espect�culo de variedades Burbujas de cari�o y en el Eduardo Chillida, un certamen de pintura r�pida y la entrega de premios certamen de relato infantil.  Por las calles del Distrito habr� un pasacalle y la visita guiada por los enclaves e hitos hist�ricos del barrio.  Con la degustaci�n de una paella popular en el Recinto Ferial Infantil, los fuegos artificiales nocturnos y el concierto de Los Chichos pondr�n el broche final a las Fiestas de Moratalaz 2018.  Para m�s informaci�n consulte en  Documentaci�n Asociada .",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e04e24aaef3d3610VgnVCM1000001d4a900aRCRD,Fiestas Moratalaz 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=275c7e87810d3610VgnVCM1000001d4a900aRCRD,,,,,40.4300922879299,-3.72320763566513,MONCLOA-ARAVACA,/contenido/actividades/Fiestas,
10730619,Fiestas Patronales de Tetu�n en honor de Nuestra Se�ora de las Victorias,303,0,1,"L,M,X,J,V,S,D",2018-06-22 00:00:00.0,2018-07-01 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=53b8d891b09f3610VgnVCM2000001f4a900aRCRD,Fiestas Patronales de Tetu�n en honor de Nuestra Se�ora de las Victorias,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2724f1c6498f3610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4920ef4d7f71c010VgnVCM1000000b205a0aRCRD,Parroquia Nuestra Se�ora de las Victorias,440753,4479689,40.424250965516,-3.71653185554027,MONCLOA-ARAVACA,/contenido/actividades/DanzaBaile,
10731330,Flamenco sinf�nico,304,1,0,,2018-07-06 00:00:00.0,2018-07-06 23:59:00.0,21:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9a7070cb8ddf3610VgnVCM1000001d4a900aRCRD,Flamenco sinf�nico,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=14369b84a2df3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b8a37b503a71c010VgnVCM1000000b205a0aRCRD,Auditorio al aire libre. Pilar Garc�a Pe�a (Parque Pinar del Rey),444354,4479394,40.4064738928498,-3.7327010920242,LATINA,/contenido/actividades/Musica,
10716834,Fragmentos,305,1,0,,2018-06-20 00:00:00.0,2018-06-20 23:59:00.0,19:00,"Fragmentos: textos de Chejov, Wilde y otros.   Alumnos del taller de teatro del Centro Sociocultural y Juvenil.   Sinopsis: suma de historias a modo de rompecabezas tomando textos de obras de teatro cl�sico en las que se alude a la desigualdad entre hombres y mujeres a lo largo de la historia.   Una reflexi�n cr�tica sobre otras �pocas... y la actual.   Se repartir�n como m�ximo dos entradas por persona y desde una hora antes del comienzo de la funci�n.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=48debf4066793610VgnVCM1000001d4a900aRCRD,Teatro  en  Moratalaz,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=51bebf4066793610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=f3073d0b5e71c010VgnVCM1000000b205a0aRCRD,Centro Cultural el Torito (Moratalaz),445141,4473033,40.4702295242958,-3.70387924539964,TETUAN,/contenido/actividades/Fiestas,
10728671,Fuegos artificiales,306,1,0,,2018-06-17 00:00:00.0,2018-06-17 23:59:00.0,23:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=94fefd78d8ee3610VgnVCM1000001d4a900aRCRD,Fiestas de San Antonio de la Florida,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a9e3c81093ad3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=6612124827ee0110VgnVCM1000000b205a0aRCRD,Instalaci�n Deportiva Municipal B�sica Parque del Oeste,438766,4475954,40.4059642313884,-3.69860135975387,ARGANZUELA,/contenido/actividades/ProgramacionDestacadaAgendaCultura,
10730677,Fugue / Trampoline,307,1,1,"L,M,X,J,V,S,D",2018-07-21 00:00:00.0,2018-07-22 23:59:00.0,00:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b7a39bf74e8f3610VgnVCM1000001d4a900aRCRD,Fugue / Trampoline,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0f429bf74e8f3610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=13b432df1d51c010VgnVCM2000000c205a0aRCRD,Templo de Debod,439218,4475093,40.4464022918828,-3.61179332042711,SAN BLAS-CANILLEJAS,/contenido/actividades/Exposiciones,
10721830,Gabitos,308,1,0,,2018-06-23 00:00:00.0,2018-06-23 23:59:00.0,12:00,"Gabitos en ac�stico. La �ltima generaci�n de los Arag�n, nos deleitaran con las canciones de siempre.  Recomendada para mayores 4 a�os.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=52f05d085d5b3610VgnVCM2000001f4a900aRCRD,Programa de actividades en el Centro Socio Cultural San Jos� de Calasanz (Latina),http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=97a7b1a5e9470610VgnVCM1000001d4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2bae598d1351c010VgnVCM1000000b205a0aRCRD,Centro Sociocultural San Jos� de Calasanz (Latina),437830,4473132,40.3924137495332,-3.69724768588423,ARGANZUELA,/contenido/actividades/Musica/DjsElectronicaExperimental,/usuario/Ni�os
10730132,Gala infantil: Tetu y Tu�n,309,1,0,,2018-06-30 00:00:00.0,2018-06-30 23:59:00.0,19:00,Programa:     19:00 h Gala infantil: Tetu y Tu�n y sus amigos del bosque jugar�n y har�n una pi�ata para todos los ni�os y ni�as.  20:00 h Musical infantil: ?Musikids?. Zumo Animaciones.  21:30 h Juanita Banana.  23:00 h Mala Rodr�guez  21:30 h Juanita Banana  00:30 h. Discoteca m�vil,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ed90fe36718f3610VgnVCM2000001f4a900aRCRD,Fiestas del Distrito de Tetu�n 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b9e667c2ff2f3610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a7a655b6e783e210VgnVCM1000000b205a0aRCRD,Parque Agust�n Rodr�guez Sahag�n,440331,4480188,40.3469800923155,-3.71214571939275,VILLAVERDE,/contenido/actividades/ActividadesCalleArteUrbano,/usuario/Ni�os
10724085,Gala Saniclown,310,0,0,,2018-06-17 00:00:00.0,2018-06-17 23:59:00.0,18:00,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=7cb2a8407aac3610VgnVCM2000001f4a900aRCRD,Gala Saniclown,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3162a8407aac3610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=432257258ae5d010VgnVCM1000000b205a0aRCRD,Teatro Circo Price,440723,4473051,40.4023243271882,-3.67744600254894,RETIRO,/contenido/actividades/ZNewsletter,
10681798,Geograf�as Literarias de Jos� Luis Sampedro,311,1,1,"L,M,X,J,V",2018-06-11 00:00:00.0,2018-06-30 23:59:00.0,00:00,"La exposici�n propone un viaje por la obra literaria de Jos� Luis Sampedro a partir de sus geograf�as, de esos espacios que han dejado una marca en su obra, en su vida. Un viaje por sus libros, su escritura, su particular taller, etc. a partir de doce paneles gr�ficos, con car�cter did�ctico y divulgativo.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d7a41d27484b2610VgnVCM2000001f4a900aRCRD,Geograf�as Literarias de Jos� Luis Sampedro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=c2c11d27484b2610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=eb9e995a8bf5d010VgnVCM2000000c205a0aRCRD,Biblioteca P�blica Municipal Canillejas (San Blas-Canillejas),448119,4477485,40.4702295242958,-3.70387924539964,TETUAN,/contenido/actividades/Fiestas,
10710753,Gis�le Vienne. Crowd,312,0,1,"L,M,X,J,V,S,D",2018-07-06 00:00:00.0,2018-07-07 23:59:00.0,20:30,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=3790faef3b273610VgnVCM2000001f4a900aRCRD,Gis�le Vienne. Crowd,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=df5cfaef3b273610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=4582ee06ea5ee310VgnVCM2000000c205a0aRCRD,Naves Matadero. Centro Internacional Artes Vivas,440825,4471546,40.4724846268842,-3.71660783300848,FUENCARRAL-EL PARDO,/contenido/actividades/ConferenciasColoquios,
10715858,Gru 3. Mi villano favorito. (2017. Estados Unidos) / El autor. (2017. Espa�a),313,1,0,,2018-06-29 00:00:00.0,2018-06-29 23:59:00.0,21:45,"Gru  3: Mi villano favorito , de Coffin, Balda y Guillon. EEUU 2017. 90�.  Apta para todos los p�blicos y especialmente recomendada para la infancia.  Animaci�n / Fant�stico.     Premios Annie 2017: Candidata al mejor film de animaci�n, dise�o de personajes y efectos.     Balthazar Pratt, un antiguo ni�o estrella obsesionado con el personaje que encarn� en los a�os ochenta, demuestra ser el peor enemigo al que Gru ha debido enfrentarse hasta la fecha. Exitosa secuela de la factor�a Ilumination, con todos los personajes de la saga.       El autor , de Manuel Mart�n Cuenca. Con Javier Guti�rrez, Antonio de la Torre, Adelfa Calvo, Mar�a Le�n. Espa�a 2017. 110�.  No recomendada para menores de 12 a�os. Intriga.     Mejor actor (Javier Guti�rrez) y actriz (Adelfa Calvo)     Un escritor aficionado se separa de su mujer, una famosa escritora de best?sellers, y decide afrontar su sue�o: escribir una gran novela. Pero es incapaz; no tiene talento ni imaginaci�n... Guiado por su profesor de escritura, descubre que la ficci�n se escribe con la realidad.",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=016d244155693610VgnVCM2000001f4a900aRCRD,Cine de verano. Villaverde 2018,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=1ccd566813946010VgnVCM100000dc0ca8c0RCRD&vgnextoid=099b23eb8e193610VgnVCM2000001f4a900aRCRD,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2899b20479b7e210VgnVCM2000000c205a0aRCRD,Parque Huerta del Obispo.,439520,4466514,40.383510048597,-3.67028302790755,PUENTE DE VALLECAS,/contenido/actividades/ConferenciasColoquios,
